Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
^ɕ	ɕ	ɕa-kʰus, ɕa	Khispi, Duhumbi, Dikhyang, Khoina	18	U+005e U+0255
^ə	ə	əɕɛk, əkou_	Dikhyang	23	U+005e U+0259
^əə$	əː	əə	Rawa	1	U+005e U+0259 U+0259 U+0024
^ɨ	ɨ	ɨʔ	Kojo Rojo	1	U+005e U+0268
^ɲ	ɲ	ɲiŋ_, ɲu_	Saria, Khispi, Shergaon, Duhumbi, Rupa, Dikhyang, Namphri, Singchung, Wangho	24	U+005e U+0272
^ɹ	ɹ	ɹeⁱpʰa, ɹan	Bichom, Wangho, Kojo Rojo	3	U+005e U+0279
^ɾ	ɾ	ɾappʰa	Namphri	1	U+005e U+027e
^ʂ	ʂ	ʂan-ʥɔk, ʂ-kʰuk	Khoina	3	U+005e U+0282
^ʃ	ʃ	ʃiŋiŋ, ʃiniŋ	Bulu, Namphri, Singchung, Wangho, Bichom, Kaspi	19	U+005e U+0283
^ʈ͡ʂʰ	ʈʂʰ	ʈ͡ʂʰĩː, ʈ͡ʂʰe	Khoina	3	U+005e U+0288 U+0361 U+0282 U+02b0
^ʐ	ʐ	ʐaː	Khoina	1	U+005e U+0290
^ʑ	ʑ	ʑej, ʑɛj	Khispi, Duhumbi	2	U+005e U+0291
^ʒ	ʒ	ʒeN, ʒou	Bulu, Kojo Rojo	2	U+005e U+0292
^ʔ	ʔ	ʔiː, ʔa-rɛŋ	Khoina, Jerigaon, Rupa, Rahung, Shergaon, Khoitam, Khispi, Duhumbi, Dikhyang	206	U+005e U+0294
^ʣ	dz	ʣɔː, ʣiŋ	Khoina	2	U+005e U+02a3
^ʤ	dʒ	ʤijo, ʤəu	Namphri, Kaspi, Bulu, Kojo Rojo, Lasumpatte, Rawa, Singchung, Chayangtajo, Bichom, Saria	17	U+005e U+02a4
^ʥ	dʑ	ʥə-my, ʥiŋ	Rahung, Khoitam, Duhumbi, Jerigaon, Shergaon, Rupa, Khispi, Khoina	24	U+005e U+02a5
^ʦ	ts	ʦaʔ, ʦjɔ̃	Dikhyang, Bulu, Rupa	6	U+005e U+02a6
^ʦʰ	tsʰ	ʦʰu, ʦʰɛn	Khoina, Rupa	6	U+005e U+02a6 U+02b0
^ʧ	tʃ	ʧiː, ʧəmut	Wangho, Kaspi, Namphri, Bulu, Kojo Rojo, Rawa, Singchung, Chayangtajo, Bichom, Lasumpatte, Saria	45	U+005e U+02a7
^ʨ	tɕ	ʨĩː, ʨɔi	Rahung, Dikhyang, Khoitam	5	U+005e U+02a8
^ʨʰ	tɕʰ	ʨʰu, ʨʰak	Khoitam, Rahung, Jerigaon, Shergaon, Khispi, Duhumbi, Rupa, Dikhyang	41	U+005e U+02a8 U+02b0
^ʨʰʨʰ	ʨʰ ʨʰ	ʨʰ-ʨʰoː_	Rahung	1	U+005e U+02a8 U+02b0 U+02a8 U+02b0
^ẽ	ẽ	ẽeᵘ	Singchung	1	U+005e U+1ebd
_	NULL	mə-tiː_ja, la-pʰik̚_kʰɔm	Jerigaon, Dikhyang, Bulu, Khispi, Rahung, Khoina, Khoitam, Duhumbi, Rupa	18	U+005f
_$	NULL			
_$	NULL	ʔa-jɔː_, s-kuk_	Rupa, Khispi, Rahung, Khoitam, Dikhyang, Jerigaon, Duhumbi, Shergaon, Bichom, Khoina, Kaspi, Wangho	94	U+005f U+0024
a	a	naŋ, ʧakamaŋ	Rupa, Shergaon, Khoina, Khoitam, Kojo Rojo, Singchung, Khispi, Rahung, Kaspi, Duhumbi, Jerigaon, Bichom, Namphri, Rawa, Wangho, Dikhyang, Chayangtajo, Lasumpatte, Saria, Bulu	624	U+0061
a$	a	ba, ləmua	Bichom, Khispi, Duhumbi, Namphri, Kaspi, Singchung, Wangho, Khoina, Rupa, Shergaon, Rawa, Chayangtajo, Lasumpatte, Saria, Kojo Rojo, Jerigaon, Bulu, Dikhyang	153	U+0061 U+0024
ae	ae			
ai	ai			
ao	ao			
au	au			
aʲ	aʲ/a	afaʲt	Rawa	1	U+0061 U+02b2
aː	aː	haːsaːm, kjaː_	Dikhyang, Khoina, Rupa, Khispi, Duhumbi	14	U+0061 U+02d0
aː$	aː	haː, kəbɹaː	Shergaon, Khoina, Rupa, Chayangtajo, Lasumpatte, Saria, Rawa, Bulu, Jerigaon, Dikhyang, Kojo Rojo, Rahung, Khoitam	51	U+0061 U+02d0 U+0024
aːu	aːu			
aːʰ$	aː	ʔa-naːʰ	Khoina	1	U+0061 U+02d0 U+02b0 U+0024
a͡	a	ʔa͡-ʨan-du	Rupa, Shergaon	2	U+0061 U+0361
aᵘ$	aᵘ/a	labaᵘ, egaᵘ	Wangho, Singchung, Bichom, Kaspi	10	U+0061 U+1d58 U+0024
aⁱ$	aⁱ	laⁱ, hanaⁱ	Kaspi, Namphri, Bichom, Singchung, Wangho	18	U+0061 U+2071 U+0024
b	b	habije, nam-blu	Duhumbi, Khispi, Kaspi, Namphri, Singchung, Wangho, Bichom, Shergaon, Dikhyang, Bulu, Kojo Rojo, Rawa, Jerigaon, Chayangtajo, Lasumpatte, Rupa, Rahung, Saria, Khoitam, Khoina	69	U+0062
d	d	ʔa-dɔk, pədoː	Khispi, Kojo Rojo, Jerigaon, Kaspi, Namphri, Rawa, Duhumbi, Singchung, Rupa, Shergaon, Khoitam, Rahung, Khoina, Dikhyang, Saria, Bulu, Chayangtajo, Lasumpatte, Bichom	38	U+0064
d͡ʐ	ɖʐ	ʔa-d͡ʐa	Khoina	1	U+0064 U+0361 U+0290
e	e	a-lei, geiʔ	Kojo Rojo, Chayangtajo, Lasumpatte, Kaspi, Singchung, Bichom, Namphri, Rawa, Wangho, Khispi, Saria, Bulu, Duhumbi, Shergaon, Dikhyang	119	U+0065
e$	e	hapʰije, habije	Singchung, Namphri, Kaspi, Wangho, Bichom, Chayangtajo, Saria, Duhumbi, Lasumpatte, Rawa, Jerigaon, Khispi, Rupa, Shergaon, Rahung, Khoitam, Dikhyang, Khoina	75	U+0065 U+0024
ei	ei			
eo	eo			
eoː	eoː				
eĩ	eĩ			
eː	eː	tɔkʦʰeː_, ʔeːpʰuŋ_	Dikhyang, Rupa, Shergaon	4	U+0065 U+02d0
eː$	eː	aʧjeː, əlijeː	Lasumpatte, Dikhyang, Chayangtajo, Saria, Bulu	5	U+0065 U+02d0 U+0024
eᵘ$	eᵘ/e	ẽeᵘ	Singchung	1	U+0065 U+1d58 U+0024
eⁱ	eⁱ/e	ʃeⁱk, kʰeⁱpʰa	Bichom, Kaspi, Wangho, Namphri	5	U+0065 U+2071
eⁱ$	eⁱ/e	kʰeⁱ, leⁱ	Bichom, Kaspi, Namphri, Wangho	6	U+0065 U+2071 U+0024
f	f	afaiʔ, efua	Kojo Rojo, Namphri, Bulu, Rawa, Singchung, Chayangtajo, Wangho, Bichom, Lasumpatte, Rupa, Shergaon, Khoitam, Khoina, Kaspi, Dikhyang, Saria	17	U+0066
g	g	gɹɛŋgɹo, lagijoŋ	Singchung, Namphri, Bulu, Chayangtajo, Lasumpatte, Rupa, Dikhyang, Kojo Rojo, Rawa, Khispi, Bichom, Kaspi, Saria	34	U+0067
g$	g	rəg	Bichom	1	U+0067 U+0024
h	h	ehek, ahjɛN	Kojo Rojo, Jerigaon, Rahung, Singchung, Bulu, Rawa, Khispi, Chayangtajo, Lasumpatte, Rupa, Khoitam, Saria, Namphri, Wangho, Bichom, Shergaon, Kaspi, Dikhyang	39	U+0068
i	i	hiŋ, ʃiŋiŋ	Singchung, Wangho, Saria, Chayangtajo, Kaspi, Namphri, Lasumpatte, Bichom, Dikhyang, Bulu, Khispi, Duhumbi, Shergaon, Kojo Rojo, Jerigaon, Rupa, Khoitam, Rawa, Rahung, Khoina	360	U+0069
i$	i	bali, amui	Kojo Rojo, Rawa, Dikhyang, Duhumbi, Bulu, Khispi, Chayangtajo, Lasumpatte, Saria, Namphri, Singchung, Wangho, Bichom, Kaspi, Shergaon, Khoitam, Khoina, Jerigaon, Rahung	126	U+0069 U+0024
ia	ia			
ie	ie				
ii	iː	siiŋ	Bichom	1	U+0069 U+0069
ii$	iː	mii	Bulu	1	U+0069 U+0069 U+0024
iu	iu			
iu	iu				
iɔ	iɔ			
iə	iə			
iɛ	iɛ			
iː	iː	mə-tiː_ja	Khoina, Jerigaon	2	U+0069 U+02d0
iː$	iː	ʔiː, ʔa-liː	Bulu, Chayangtajo, Lasumpatte, Shergaon, Kojo Rojo, Jerigaon, Rahung, Khoina, Rupa, Khoitam, Dikhyang, Saria, Rawa	47	U+0069 U+02d0 U+0024
iᵒ	iᵒ/i	riᵒma	Singchung	1	U+0069 U+1d52
iᵒ$	iᵒ/io	riᵒ	Bichom, Wangho	2	U+0069 U+1d52 U+0024
j	j	pʰijaŋ, habije	Wangho, Bichom, Singchung, Lasumpatte, Namphri, Kaspi, Dikhyang, Kojo Rojo, Rawa, Chayangtajo, Bulu, Saria, Rupa, Duhumbi, Khispi, Khoina, Jerigaon, Khoitam, Shergaon, Rahung	232	U+006a
j$	j	ʔaj, haj	Duhumbi, Khispi	17	U+006a U+0024
jj	j j	dɛj-ju	Duhumbi	1	U+006a U+006a
k	k	akəː, s-kuk_	Kojo Rojo, Bulu, Singchung, Khispi, Rupa, Shergaon, Saria, Rawa, Duhumbi, Khoitam, Wangho, Chayangtajo, Jerigaon, Lasumpatte, Namphri, Bichom, Rahung, Kaspi, Dikhyang, Khoina	91	U+006b
k$	k	uk, zɛk	Khoina, Shergaon, Rupa, Rahung, Dikhyang, Jerigaon, Wangho, Khoitam, Namphri, Chayangtajo, Lasumpatte, Bichom, Singchung, Kaspi, Khispi, Duhumbi	106	U+006b U+0024
kʰ	kʰ	ba-kʰy, ekʰuk	Duhumbi, Dikhyang, Namphri, Wangho, Rupa, Khispi, Singchung, Jerigaon, Bichom, Rahung, Khoitam, Khoina, Kaspi, Bulu, Shergaon	37	U+006b U+02b0
k̚	k̚/k	ʔik̚-ʦiŋ, ʨʰak̚ba	Jerigaon, Khoitam, Duhumbi, Rahung, Khispi, Khoina, Dikhyang	13	U+006b U+031a
k̚$	k̚	kʰ-ruk̚, ʔɔ-dɔk̚	Duhumbi, Khispi, Rahung, Jerigaon, Rupa, Shergaon, Khoitam	15	U+006b U+031a U+0024
l	l	ʔa-liː, bali	Bulu, Khispi, Jerigaon, Shergaon, Khoina, Rupa, Duhumbi, Khoitam, Dikhyang, Namphri, Kojo Rojo, Rawa, Chayangtajo, Wangho, Lasumpatte, Rahung, Saria, Kaspi, Singchung, Bichom	77	U+006c
l$	l	ɕɛl, dul	Khispi	4	U+006c U+0024
m	m	ʧəmut, ʥə-my	Singchung, Khispi, Duhumbi, Namphri, Bulu, Kaspi, Wangho, Bichom, Rahung, Shergaon, Kojo Rojo, Rawa, Jerigaon, Chayangtajo, Lasumpatte, Rupa, Khoitam, Dikhyang, Khoina, Saria	123	U+006d
m$	m	ham, jam	Kojo Rojo, Bulu, Namphri, Rahung, Shergaon, Khoitam, Duhumbi, Wangho, Bichom, Rupa, Kaspi, Rawa, Khispi, Singchung, Dikhyang, Chayangtajo, Lasumpatte, Khoina	57	U+006d U+0024
n	n	hanaⁱ, haniju	Bichom, Rupa, Rahung, Kaspi, Namphri, Kojo Rojo, Duhumbi, Jerigaon, Singchung, Khoina, Shergaon, Khispi, Wangho, Bulu, Rawa, Chayangtajo, Lasumpatte, Khoitam, Dikhyang	64	U+006e
n$	n	dɛn, apin	Kojo Rojo, Bulu, Khoina, Khispi, Jerigaon, Rawa, Duhumbi, Shergaon, Khoitam, Dikhyang, Kaspi, Rahung, Rupa, Namphri, Singchung, Wangho, Bichom	105	U+006e U+0024
o	o	hepʰomono, hoŋ	Namphri, Chayangtajo, Lasumpatte, Rawa, Wangho, Bichom, Kaspi, Saria, Kojo Rojo, Singchung, Dikhyang, Bulu, Duhumbi	66	U+006f
o$	o	go, no	Wangho, Namphri, Singchung, Kaspi, Saria, Bichom, Shergaon, Kojo Rojo, Chayangtajo, Lasumpatte, Rawa, Rahung, Dikhyang	43	U+006f U+0024
oa	oa				
oe	oe				
oi	oi				
ou	ou				
oɛ	oɛ				
ūa	ūa				
aiʔ	ai ʔ				
^oe$	oe				
ũə	ũə				
^ɔi$	ɔi				
^ei$	ei				
^iu$	iu				
^ai$	ai				
^ũə$	ũə				
^ūa$	ūa				
^ẽeᵘ$	ẽeᵘ/ẽu				
oː	oː	boːɛ, nə-ʦʰoː_	Dikhyang, Rahung, Rawa, Rupa	7	U+006f U+02d0
oː$	oː	hoː, kʰoː	Rawa, Kojo Rojo, Saria, Dikhyang, Chayangtajo, Lasumpatte, Singchung, Wangho, Rupa, Shergaon	29	U+006f U+02d0 U+0024
oːɛ	oːɛ				
oᵉ	oᵉ/o	boᵉmokʰəm, boᵉkʰaᵘ	Singchung, Namphri	2	U+006f U+1d49
oᵉ$	oᵉ/o	boᵉ, loᵉ	Singchung, Bichom, Wangho, Namphri	5	U+006f U+1d49 U+0024
oᵘ$	oᵘ/o	kʰoᵘ, boᵘ	Singchung, Kaspi, Wangho, Bichom, Namphri	19	U+006f U+1d58 U+0024
oⁱ	oⁱ/o	joⁱpʰa	Bichom	1	U+006f U+2071
oⁱ$	oⁱ/o	eɲoⁱ, ʧoⁱ	Kaspi, Namphri, Bichom, Singchung, Wangho	10	U+006f U+2071 U+0024
p	p	spije, apɹaŋ	Bulu, Kojo Rojo, Chayangtajo, Lasumpatte, Rawa, Bichom, Singchung, Duhumbi, Khispi, Wangho, Saria, Namphri, Rupa, Shergaon, Kaspi, Dikhyang	58	U+0070
p$	p	rap, ʧap	Rawa, Shergaon, Bulu, Khispi, Rahung, Khoitam, Namphri, Kojo Rojo, Chayangtajo, Duhumbi, Singchung, Wangho, Lasumpatte, Bichom, Rupa, Kaspi, Dikhyang	29	U+0070 U+0024
pʰ	pʰ	hapʰije, epʰuŋ	Kaspi, Bichom, Namphri, Jerigaon, Khoitam, Khoina, Rupa, Rahung, Dikhyang, Wangho, Khispi, Singchung, Shergaon, Duhumbi, Bulu	92	U+0070 U+02b0
p̚$	p̚/p	ʔɔ-ʥɔp̚, u-lap̚	Duhumbi	2	U+0070 U+031a U+0024
r	r	ʔa-rɛŋ, arjuŋ	Saria, Dikhyang, Chayangtajo, Lasumpatte, Rawa, Bulu, Kojo Rojo, Singchung, Rahung, Wangho, Namphri, Jerigaon, Bichom, Shergaon, Khoitam, Rupa, Kaspi, Khoina, Duhumbi	113	U+0072
r$	r	dur, waʔar	Duhumbi	3	U+0072 U+0024
s	s	hasam, esaⁱ	Singchung, Dikhyang, Bichom, Namphri, Bulu, Kojo Rojo, Chayangtajo, Wangho, Lasumpatte, Rupa, Khoitam, Kaspi, Saria, Rawa, Duhumbi, Khispi, Jerigaon, Shergaon, Rahung, Khoina	38	U+0073
s$	s	ʔɔ-tʰɛs, ɕa-kʰus	Duhumbi, Khispi	5	U+0073 U+0024
t	t	kətuaŋ, katəː	Duhumbi, Khispi, Bulu, Chayangtajo, Lasumpatte, Khoina, Jerigaon, Wangho, Shergaon, Khoitam, Dikhyang, Saria, Kaspi, Namphri, Kojo Rojo, Singchung, Rahung, Rupa	39	U+0074
t$	t	wat, ʧəmut	Rawa, Wangho, Kaspi, Singchung, Bichom, Dikhyang, Namphri, Shergaon, Duhumbi, Khispi, Rupa	38	U+0074 U+0024
tʰ	tʰ	ʔa-tʰɛ, pʰ-tʰɛː	Khoitam, Rahung, Khoina, Khispi, Duhumbi, Jerigaon, Shergaon, Rupa	34	U+0074 U+02b0
t̚$	t̚	hut̚	Khispi, Duhumbi	2	U+0074 U+031a U+0024
u	u	suruwa, ʧəmut	Khispi, Chayangtajo, Lasumpatte, Dikhyang, Duhumbi, Saria, Kojo Rojo, Namphri, Wangho, Singchung, Rawa, Shergaon, Bulu, Bichom, Kaspi, Rupa, Rahung, Khoitam, Jerigaon, Khoina	284	U+0075
u$	u	gu, su	Shergaon, Duhumbi, Jerigaon, Khoina, Rupa, Khoitam, Dikhyang, Rahung, Kojo Rojo, Khispi, Kaspi, Namphri, Rawa, Singchung, Wangho, Bichom, Bulu, Chayangtajo, Lasumpatte	102	U+0075 U+0024
ua	ua				
ieː					
ue	ue				
uei	uei				
ui	ui				
uə	uə				
ẽeᵘ	ẽeᵘ				
uɛ	uɛ				
uː	uː	ʨʰa-pʰruː_, ʨʰa-pʰluː_	Rahung, Jerigaon	2	U+0075 U+02d0
uː$	uː	buː, ʨʰa-pʰluː	Bulu, Kojo Rojo, Shergaon, Chayangtajo, Lasumpatte, Khoina, Rupa, Khoitam	15	U+0075 U+02d0 U+0024
uᵉ$	uᵉ/ue	luᵉ	Bichom, Wangho	2	U+0075 U+1d49 U+0024
uⁱ	uⁱ/u	ʃuⁱt	Singchung	1	U+0075 U+2071
v	v	avije, evoŋ	Singchung, Namphri, Wangho, Bichom, Kaspi, Dikhyang	12	U+0076
w	w	suruwa, awaiʔ	Wangho, Lasumpatte, Bulu, Chayangtajo, Singchung, Bichom, Namphri, Kojo Rojo, Rawa, Khispi, Khoina, Rahung, Saria	21	U+0077
w$	w	niw, ʔa-jɔw	Duhumbi, Bichom, Namphri, Khispi, Wangho, Rahung, Shergaon, Rupa	10	U+0077 U+0024
x	x	ʔa-xɛk, ʔa-xyk	Khoina	5	U+0078
y	y	ʔa-lyŋ, nyŋ	Khoina, Khoitam, Jerigaon, Rahung, Rupa, Bulu, Dikhyang	53	U+0079
y$	y	ba-kʰy, ʥə-my	Jerigaon, Khoitam, Khoina, Rahung, Rupa, Shergaon	17	U+0079 U+0024
yi	yi			
yː	yː	nə-myː_	Khoitam	1	U+0079 U+02d0
yː$	yː	byː, nə-nyː	Jerigaon, Khoina, Rupa, Rahung, Shergaon, Khoitam	9	U+0079 U+02d0 U+0024
z	z	gə-zaŋ, kʰazijaŋ	Rawa, Chayangtajo, Shergaon, Bulu, Kojo Rojo, Jerigaon, Rupa, Rahung, Khoitam, Saria, Namphri, Singchung, Wangho, Bichom, Kaspi, Lasumpatte, Dikhyang, Khoina	46	U+007a
á	á	hán	Dikhyang	1	U+00e1
á	á/a			
ã	ã	pãʧɨʔ, ʔa-ʥãn-du	Rawa, Khoina	2	U+00e3
ã$	ã	raguŋ_juŋã, ewã	Bichom, Dikhyang, Jerigaon	3	U+00e3 U+0024
ãː$	ãː	ʔa-zãː, ʔyk̚ʔãː	Jerigaon, Khoina, Khoitam	5	U+00e3 U+02d0 U+0024
õ	õ	tõrɨn, hõamu	Rawa, Kaspi, Namphri, Saria	4	U+00f5
õ$	õ	hõ, kʰõ	Namphri, Singchung, Wangho, Bichom, Kaspi, Dikhyang	12	U+00f5 U+0024
õa	õa			
õː	õː	hõːe	Dikhyang	1	U+00f5 U+02d0
õː$	õː	əpõː	Dikhyang	1	U+00f5 U+02d0 U+0024
õːe	õːe			
õᵘ$	õᵘ/õu	mõᵘ	Bichom, Kaspi	2	U+00f5 U+1d58 U+0024
ø	ø	nə-søn, na-søn	Khoina, Rahung, Jerigaon	3	U+00f8
øː$	øː	tʰøː	Khoina, Rupa, Jerigaon	3	U+00f8 U+02d0 U+0024
ý	ý/y	lýŋ, rýŋ	Khoina, Rahung, Rupa, Jerigaon, Khoitam	5	U+00fd
ý	ý/y			
ĩ$	ĩ	ahjɛĩ, bɹõrĩ	Rawa, Saria, Kojo Rojo	3	U+0129 U+0024
ĩː	ĩː	s-sĩː_, ʔa-ʦĩː_	Rupa, Rahung, Khoitam	3	U+0129 U+02d0
ĩː$	ĩː	ʨʰĩː, kʰĩː	Khoina, Khoitam, Rahung, Jerigaon, Shergaon, Rupa	17	U+0129 U+02d0 U+0024
